date[yyyymmddHHMM];wdir;wspd[m/s];clht[km];hzvs[km];tmpd[C];dptp[C];slvp[hPa];press[hPa];prcpPeriod[hours];prcp[mm];sky[octas];skyOpaque[octas]
201907072100;320;1.5;6;10;11.2;1;1024.6;9999.9;;;06;99
201907072200;320;1.5;6;10;10.7;2.2;1025;9999.9;;;05;99
201907072300;320;1.5;6;10;10.7;1.3;1025.2;9999.9;;;05;99
201907080000;320;1.5;6;10;10.5;1.4;1024.8;9999.9;01;999.9;05;99
201907080100;320;1.5;22;10;10.2;2;1025;9999.9;;;04;99
201907080200;320;2.1;22;10;10;0.8;1024.8;9999.9;;;02;99
201907080300;320;5.1;22;10;9.7;1.3;1024.7;9999.9;;;04;99
201907080400;320;3.6;22;10;9.7;0.4;1024.7;9999.9;;;04;99
201907080500;320;4.1;22;10;9.6;0.2;1024.2;9999.9;;;04;99
201907080600;320;2.1;22;10;9;1.8;1023.6;9999.9;01;999.9;02;99
201907080700;320;3.1;22;10;9;1.3;1023.1;9999.9;;;04;99
201907080800;320;3.6;22;10;8.7;1.9;1022.9;9999.9;;;03;99
201907080900;320;1.5;22;10;7.7;2.7;1023;9999.9;;;02;99
201907081000;320;0.5;22;10;7;3.1;1023.3;9999.9;;;03;99
201907081100;320;1.5;22;10;6.5;2.8;1023.7;9999.9;;;02;99
201907081200;320;1.5;22;10;7;3.2;1024.3;9999.9;;;02;99
201907081300;320;1.5;22;10;10.5;2.8;1024.9;9999.9;;;01;99
201907081400;320;1.5;22;10;12.1;2.5;1025;9999.9;;;02;99
201907081500;320;3.1;6;10;12.7;2.7;1024.6;9999.9;;;06;99
201907081600;360;2.6;6;10;12.6;4.6;1023.7;9999.9;;;07;99
201907081700;360;1.5;22;10;14.2;4.9;1022.6;9999.9;;;04;99
201907081800;360;1.5;22;10;14.2;5.8;1021.7;9999.9;01;999.9;03;99
201907081900;360;1.5;22;10;13.5;5.1;1021.5;9999.9;;;03;99
201907082000;360;1;22;10;12.6;3.8;1021.3;9999.9;;;03;99
201907082100;360;1;22;10;11.7;4.4;1021.4;9999.9;;;01;99
201907082200;360;0.5;22;10;10.5;5.2;1022;9999.9;;;01;99
201907082300;50;1;22;10;10.5;5.4;1022;9999.9;;;02;99
201907090000;360;1.5;22;10;11;5.9;1021.5;9999.9;01;999.9;04;99
201907090100;360;2.1;6;10;11.5;5.8;1021.7;9999.9;;;08;99
201907090200;360;2.1;6;10;12;5.6;1021.4;9999.9;;;08;99
201907090300;360;2.1;6;10;12.2;4.9;1021.8;9999.9;;;08;99
201907090400;360;2.1;6;10;12;5.5;1021.6;9999.9;;;08;99
201907090500;360;2.1;6;10;11.6;5.6;1020.9;9999.9;;;08;99
201907090600;360;2.1;6;10;11.5;6.4;1021.1;9999.9;01;999.9;08;99
201907090700;320;1.5;6;10;11.5;6.8;1021.1;9999.9;;;08;99
201907090800;320;1.5;6;10;11.5;5.6;1021.7;9999.9;;;08;99
201907090900;320;0.5;3;10;11;5.6;1021.5;9999.9;;;08;99
201907091000;320;1.5;3;10;10.7;5.8;1022.1;9999.9;;;08;99
201907091100;360;1;3;10;10.7;5.8;1022.2;9999.9;;;07;99
201907091200;360;0.5;3;10;10.7;7.3;1022.7;9999.9;;;07;99
201907091300;360;1.5;3;10;12.2;7.7;1022.7;9999.9;;;07;99
201907091400;360;2.1;3;10;13;7.5;1023.2;9999.9;;;07;99
201907091500;360;1.5;3;10;14.2;7.4;1022.4;9999.9;;;07;99
201907091600;360;2.1;3;10;16;7.7;1021.6;9999.9;;;05;99
201907091700;360;1.5;6;10;16;8.3;1020.7;9999.9;;;06;99
201907091800;320;1;6;10;16.5;8.8;1020.2;9999.9;01;999.9;05;99
201907091900;360;0;6;10;16.7;7.9;1020.1;9999.9;;;05;99
201907092000;50;0.5;6;10;15.7;8.9;1020;9999.9;;;06;99
201907092100;50;0.5;22;10;14;8.6;1020;9999.9;;;04;99
201907092200;50;0.5;22;10;12.2;8.4;1020.1;9999.9;;;02;99
201907092300;50;0.5;22;10;12;8.5;1020.4;9999.9;;;02;99
201907100000;50;1;22;10;11;7.8;1020.4;9999.9;01;999.9;02;99
201907100100;360;1;22;10;10.6;7.7;1020.2;9999.9;;;02;99
201907100200;50;1.5;22;10;10.2;7.9;1020;9999.9;;;04;99
201907100300;50;1;6;10;12;8.9;1020.3;9999.9;;;06;99
201907100400;320;2.1;6;10;11.5;8.1;1019.6;9999.9;;;06;99
201907100500;320;1.5;6;10;11.2;8.4;1019.5;9999.9;;;06;99
201907100600;320;1.5;6;10;12.7;6.7;1019.1;9999.9;01;999.9;07;99
201907100700;320;2.1;6;10;13.7;8.1;1018.4;9999.9;;;07;99
201907100800;320;1;6;10;14;9.1;1018.3;9999.9;;;07;99
201907100900;320;1;6;10;12.7;8.7;1018.1;9999.9;;;08;99
201907101000;360;0;6;10;12;8.7;1018.4;9999.9;;;07;99
201907101100;360;0;3;10;11.2;9;1018.6;9999.9;;;07;99
201907101200;140;1.5;3;10;12;9.3;1018.9;9999.9;;;07;99
201907101300;50;1;3;10;13.7;10;1019.1;9999.9;;;08;99
201907101400;50;1.5;3;10;14.2;10;1018.7;9999.9;;;08;99
201907101500;50;1.5;3;10;15;10.2;1018.2;9999.9;;;08;99
201907101600;50;0.5;3;10;15.2;10.3;1017.6;9999.9;;;08;99
201907101700;50;1;3;10;16;10;1016.3;9999.9;;;06;99
201907101800;360;1;3;10;16.7;10.4;1015.5;9999.9;01;999.9;06;99
201907101900;50;0.5;3;10;16.7;10.6;1015.5;9999.9;;;06;99
201907102000;360;0;3;10;16.6;10.2;1015.6;9999.9;;;05;99
201907102100;140;0.5;3;10;15.5;10.4;1015.7;9999.9;;;05;99
201907102200;50;0.5;22;10;13.7;10;1015.5;9999.9;;;04;99
201907102300;90;1;3;10;12.7;9.8;1015.8;9999.9;;;06;99
201907110000;90;0.5;22;10;12.1;9.4;1015.6;9999.9;01;999.9;01;99
201907110100;90;1;22;10;11.2;9;1015.6;9999.9;;;00;99
201907110200;90;0.5;22;10;10.7;8.9;1015.7;9999.9;;;00;99
201907110300;90;1;22;10;10.5;8.8;1016.4;9999.9;;;00;99
201907110400;360;0;22;10;10.1;8.9;1015.8;9999.9;;;03;99
201907110500;360;0;6;10;9.7;8.8;1015.6;9999.9;;;05;99
201907110600;360;0;6;10;9.5;8.5;1015.4;9999.9;01;999.9;07;99
201907110700;90;1;6;9;9.2;8.4;1015.5;9999.9;;;07;99
201907110800;140;1;6;9;9.2;8.4;1015.3;9999.9;;;07;99
201907110900;90;0.5;22;9;9.5;8.6;1015;9999.9;;;04;99
201907111000;90;1;22;7;9.2;8.4;1015.1;9999.9;;;00;99
201907111100;90;1;22;5;9.7;8.6;1015.3;9999.9;;;02;99
201907111200;90;1;6;5;10.6;9.6;1015.4;9999.9;;;06;99
201907111300;90;1.5;6;7;13.5;10.4;1015.5;9999.9;;;06;99
201907111400;50;2.1;6;7;15.5;10.2;1015.8;9999.9;;;07;99
201907111500;50;1;6;8;16.7;10.5;1015.2;9999.9;;;08;99
201907111600;50;2.6;6;10;17.6;10.2;1013.2;9999.9;;;08;99
201907111700;50;1.5;6;10;17.6;10.6;1012.8;9999.9;;;08;99
201907111800;50;3.1;6;10;18.1;8.8;1012.5;9999.9;01;999.9;08;99
201907111900;90;2.6;3;10;17.7;9.5;1012;9999.9;;;08;99
201907112000;90;3.1;3;10;16.7;9.2;1012;9999.9;;;08;99
201907112100;90;2.6;0.6;9;15.2;11.3;1011.4;9999.9;;;08;99
201907112200;90;2.6;2.1;7;14.7;11.9;1010.9;9999.9;;;08;99
201907112300;140;2.1;2.1;8;14.5;12.3;1011.8;9999.9;;;08;99
201907120000;140;2.6;3;8;14.2;12.8;1012.4;9999.9;06;2;08;99
201907120100;140;2.6;2.4;8;14.6;13.2;1013.1;9999.9;;;08;99
201907120200;90;1.5;2.4;8;15.5;14.7;1011.7;9999.9;;;08;99
201907120300;50;2.6;2.4;8;15.7;14.9;1011.2;9999.9;;;08;99
201907120400;50;1.5;1.2;8;15.2;14.5;1012.2;9999.9;;;08;99
201907120500;50;3.6;1.2;8;15;14.3;1011.1;9999.9;;;08;99
201907120600;50;1;1.2;8;14.6;13.9;1011.3;9999.9;06;34;08;99
201907120700;50;1;1.2;8;15;14.7;1011.9;9999.9;;;08;99
201907120800;90;2.6;1.2;8;15;14.5;1011.8;9999.9;;;08;99
201907120900;140;1.5;0.6;9;14.7;14.1;1011.6;9999.9;;;08;99
201907121000;180;0.5;0.6;10;14.5;13.7;1012.1;9999.9;;;08;99
201907121100;90;1;0.45;8;13.5;12.5;1012.9;9999.9;;;08;99
201907121200;180;1;0.45;7;13.1;12.2;1013.6;9999.9;06;8;08;99
201907121300;180;1.5;0.45;8;13;12.1;1014.2;9999.9;;;08;99
201907121400;180;2.1;0.48;9;13.1;12.2;1014.7;9999.9;;;08;99
201907121500;180;2.6;0.45;9;13.7;12.6;1014.3;9999.9;;;08;99
201907121600;180;1.5;0.45;9;13.6;12.5;1014.4;9999.9;;;08;99
201907121700;160;3.1;0.75;10;14.6;12.6;1014.1;9999.9;;;07;99
201907121800;180;2.6;22;10;16.6;12.3;1013.6;9999.9;06;0.3;03;99
201907121900;140;3.1;22;10;17.5;12.8;1013.8;9999.9;;;01;99
201907122000;180;2.6;22;10;16.7;11.2;1014.1;9999.9;;;01;99
201907122100;180;3.1;22;10;15.1;10.6;1014.8;9999.9;;;00;99
201907122200;180;1.5;22;10;13.7;10.9;1015.4;9999.9;;;00;99
201907122300;180;0.5;22;10;12.7;10.7;1015.9;9999.9;;;00;99
201907130000;360;0;22;10;12.1;10.2;1016.5;9999.9;01;999.9;00;99
201907130100;140;1.5;22;10;12;9.7;1016.8;9999.9;;;00;99
201907130200;140;1.5;22;10;11.5;9.6;1017.1;9999.9;;;00;99
201907130300;140;2.6;22;10;11;9.1;1017.5;9999.9;;;00;99
201907130400;180;0.5;22;10;10.1;6.7;1017.7;9999.9;;;00;99
201907130500;140;1.5;22;10;9.5;8.2;1017.7;9999.9;;;00;99
201907130600;140;1;22;10;9.1;7.9;1017.9;9999.9;01;999.9;00;99
201907130700;180;0.5;22;10;8.2;7.1;1018.3;9999.9;;;00;99
201907130800;90;1;22;5;8.1;7.3;1018;9999.9;;;04;99
201907130900;90;1;0.45;5;8.5;8;1018.3;9999.9;;;06;99
201907131000;140;2.6;0.45;1.5;7.5;6.9;1018.8;9999.9;;;08;99
201907131100;140;2.6;99.999;0.5;7.1;6.9;1018.4;9999.9;;;99;99
201907131200;140;1;99.999;0.8;7.1;6.9;1019.5;9999.9;;;99;99
201907131300;360;0;0.36;9;7.6;6.5;1020;9999.9;;;07;99
201907131400;140;1;22;10;9.7;6.7;1020.6;9999.9;;;03;99
201907131500;180;1;22;10;11.5;7.2;1019.7;9999.9;;;01;99
201907131600;140;3.1;22;10;12;6.8;1018.6;9999.9;;;00;99
201907131700;140;0.5;22;10;12.1;6.5;1018.7;9999.9;;;02;99
201907131800;140;1.5;22;10;12.7;5.4;1018.2;9999.9;01;999.9;01;99
201907131900;140;2.1;22;10;13.5;5.2;1018.1;9999.9;;;00;99
201907132000;140;0.5;22;10;12.5;6.1;1017.8;9999.9;;;00;99
201907132100;320;1.5;22;10;11;7.1;1018.2;9999.9;;;01;99
201907132200;270;1;22;10;10;7.4;1019.1;9999.9;;;00;99
201907132300;140;0.5;22;10;9;7.2;1019.5;9999.9;;;00;99
201907140000;90;0.5;22;10;8.5;6.6;1019.9;9999.9;01;999.9;00;99
201907140100;90;0.5;22;10;8.5;6.2;1020.5;9999.9;;;00;99
201907140200;90;0.5;22;10;7.6;6.3;1020.4;9999.9;;;00;99
201907140300;180;0.5;22;10;7;5.7;1020.7;9999.9;;;00;99
201907140400;140;0.5;22;10;7.2;5.9;1020.6;9999.9;;;00;99
201907140500;140;1;22;10;6.7;5.2;1021;9999.9;;;00;99
201907140600;180;0.5;22;10;6.1;5.2;1021;9999.9;01;999.9;00;99
201907140700;140;0.5;22;10;5.5;4.7;1020.6;9999.9;;;00;99
201907140800;360;0;22;10;5.5;4.9;1020.1;9999.9;;;00;99
201907140900;360;0;22;10;5.2;4.5;1020;9999.9;;;00;99
201907141000;360;0;22;8;5;3.7;1020.2;9999.9;;;00;99
201907141100;360;0;22;7;5;3.7;1020.7;9999.9;;;00;99
201907141200;360;0;22;8;5.5;4.6;1020.9;9999.9;;;00;99
201907141300;90;0.5;22;10;10.1;6.5;1020.9;9999.9;;;00;99
201907141400;90;1.5;22;10;12.2;8.1;1021;9999.9;;;00;99
201907141500;320;2.1;22;10;13.7;8.1;1021;9999.9;;;00;99
201907141600;50;1.5;22;10;13.5;8.5;1020.4;9999.9;;;04;99
201907141700;360;2.1;99.999;10;14;7.9;1020;9999.9;;;04;99
201907141800;360;2.1;99.999;10;13.5;8;1019.1;9999.9;01;999.9;04;99
201907141900;320;2.6;22;10;13.5;7.9;1019.1;9999.9;;;03;99
201907142000;360;1.5;22;10;12.7;8;1019.2;9999.9;;;04;99
201907142100;50;1;22;10;11.7;6.5;1019.3;9999.9;;;04;99
201907142200;360;0;22;10;10.1;6;1020;9999.9;;;03;99
201907142300;50;1.5;22;10;9.2;7.4;1020.2;9999.9;;;04;99
201907150000;50;0.5;22;10;9.5;7.3;1020.5;9999.9;01;999.9;03;99
201907150100;360;2.6;22;10;10;8.1;1020.1;9999.9;;;01;99
201907150200;50;0.5;0.45;10;10;8.5;1020.4;9999.9;;;06;99
201907150300;50;1;0.45;10;10.2;9.1;1020.6;9999.9;;;06;99
201907150400;360;0;0.45;10;10;8.8;1020.8;9999.9;;;06;99
201907150500;360;0;0.45;10;9.7;9;1020.8;9999.9;;;06;99
201907150600;320;1;0.45;10;9.5;8.6;1020.2;9999.9;01;999.9;05;99
201907150700;140;0.5;0.45;10;11.2;8.6;1019.6;9999.9;;;06;99
201907150800;360;0;0.45;10;10.5;8.3;1019.8;9999.9;;;06;99
201907150900;360;1;0.45;10;10.6;7.3;1020.6;9999.9;;;08;99
201907151000;140;0.5;0.45;10;10.1;7.8;1020.8;9999.9;;;06;99
201907151100;140;1;3;10;9.6;8;1021.7;9999.9;;;05;99
201907151200;360;0;22;10;10;8.1;1021.6;9999.9;06;999.9;04;99
201907151300;360;0;22;10;11.1;8.7;1022.3;9999.9;;;02;99
201907151400;360;0;22;10;13.7;8.8;1022.6;9999.9;;;01;99
201907151500;180;1.5;22;10;15;8.2;1022.4;9999.9;;;02;99
201907151600;180;1.5;22;10;15.7;7.7;1021.7;9999.9;;;02;99
201907151700;230;1.5;22;10;17.2;6.3;1021;9999.9;;;02;99
201907151800;180;1.5;22;10;17.6;4.8;1020.7;9999.9;01;999.9;00;99
201907151900;180;1.5;22;10;17.2;3.6;1020.8;9999.9;;;01;99
201907152000;180;2.1;22;10;15.5;4.2;1021.4;9999.9;;;02;99
201907152100;180;2.6;22;10;14.1;5;1021.8;9999.9;;;03;99
201907152200;180;1;22;10;12.5;5.9;1022.4;9999.9;;;01;99
201907152300;180;0.5;22;10;10.7;5.5;1023.2;9999.9;;;00;99
201907160000;360;0;22;10;9.7;5.5;1023.5;9999.9;01;999.9;00;99
201907160100;180;0.5;22;10;9.2;5.5;1023.5;9999.9;;;00;99
201907160200;360;0;22;10;8.2;5.3;1023.6;9999.9;;;00;99
201907160300;360;0;22;10;8;5.5;1023.9;9999.9;;;00;99
201907160400;360;0;22;10;7.5;5.6;1024;9999.9;;;00;99
201907160500;360;0;22;10;7.1;5.1;1024;9999.9;;;00;99
201907160600;360;0;22;10;6.5;4.6;1024;9999.9;01;999.9;00;99
201907160700;360;0;22;10;6;4.1;1024;9999.9;;;00;99
201907160800;360;0;22;0.2;5.6;4;1023.9;9999.9;;;00;99
201907160900;360;0;22;10;5.2;3.9;1024.4;9999.9;;;00;99
201907161000;270;0.5;22;10;5.2;4.1;1024.6;9999.9;;;00;99
201907161100;360;0;22;10;5.5;4;1025.2;9999.9;;;00;99
201907161200;360;0;22;10;5.7;4.4;1025.5;9999.9;;;00;99
201907161300;320;0.5;22;10;12.5;4.3;1025.8;9999.9;;;00;99
201907161400;360;2.1;22;10;14.2;4.7;1026;9999.9;;;00;99
201907161500;320;1.5;22;10;15.2;4.6;1025.9;9999.9;;;00;99
201907161600;320;3.1;22;10;15;4.6;1025.1;9999.9;;;00;99
201907161700;360;3.6;22;10;15.1;3.9;1024.3;9999.9;;;00;99
201907161800;360;4.1;22;10;16;3.9;1023.6;9999.9;01;999.9;00;99
201907161900;360;4.1;22;10;16;4.9;1023.4;9999.9;;;00;99
201907162000;360;2.1;22;10;15;3.8;1023.2;9999.9;;;00;99
201907162100;320;3.1;22;10;14.2;4.6;1023.4;9999.9;;;01;99
201907162200;320;1.5;22;10;13.2;5.1;1023.8;9999.9;;;00;99
201907162300;320;2.1;22;10;12.5;5.1;1024.2;9999.9;;;00;99
201907170000;320;1;22;10;11.2;5.4;1024.5;9999.9;01;999.9;00;99
201907170100;320;2.6;22;10;12.2;6.1;1024.2;9999.9;;;00;99
201907170200;320;2.6;22;10;12.2;6;1024.3;9999.9;;;00;99
201907170300;320;3.6;22;10;12;5.6;1024.3;9999.9;;;00;99
201907170400;320;2.6;22;10;11.7;6;1024.8;9999.9;;;00;99
201907170500;320;5.1;22;10;11.2;6.1;1024.6;9999.9;;;00;99
201907170600;320;2.1;22;10;11;4.9;1025;9999.9;01;999.9;00;99
201907170700;320;2.6;22;10;10.6;4.4;1024.8;9999.9;;;00;99
201907170800;320;2.1;22;10;10.5;4.7;1024.6;9999.9;;;02;99
201907170900;320;4.1;22;10;10.6;4.9;1024.4;9999.9;;;00;99
201907171000;320;3.6;22;10;10;4.4;1024.6;9999.9;;;00;99
201907171100;320;3.1;22;10;9.7;5;1024.9;9999.9;;;00;99
201907171200;320;5.7;22;10;10.7;4;1024.8;9999.9;;;01;99
201907171300;320;4.1;22;10;12.7;5.2;1024.9;9999.9;;;01;99
201907171400;320;4.6;22;10;13.5;5.2;1024.6;9999.9;;;01;99
201907171500;320;4.1;22;10;14.5;5.4;1023.9;9999.9;;;03;99
201907171600;340;6.2;22;10;15.5;5.3;1022.7;9999.9;;;03;99
201907171700;360;5.7;22;10;16.1;7.4;1021.7;9999.9;;;04;99
201907171800;320;4.1;6;10;17.5;5.6;1020.6;9999.9;01;999.9;05;99
201907171900;360;3.6;6;10;17;7.9;1020.4;9999.9;;;06;99
201907172000;320;2.6;6;10;16.2;8.2;1020.2;9999.9;;;06;99
201907172100;360;3.1;22;10;15.5;8.4;1019.4;9999.9;;;04;99
201907172200;320;2.1;22;10;15;8.3;1018.9;9999.9;;;04;99
201907172300;360;2.1;22;10;14.7;8.2;1018.9;9999.9;;;03;99
201907180000;360;3.1;22;10;14.2;8.2;1018.9;9999.9;01;999.9;04;99
201907180100;360;2.6;22;10;13.7;8.5;1018.3;9999.9;;;04;99
201907180200;360;4.1;6;10;13.7;8.6;1018.1;9999.9;;;07;99
201907180300;320;1.5;6;10;13.5;8.6;1018.4;9999.9;;;07;99
201907180400;320;2.6;6;10;13.2;8.4;1018.5;9999.9;;;07;99
201907180500;320;2.1;99.999;10;13;8.4;1018.2;9999.9;;;05;99
201907180600;320;4.1;6;10;13;7.9;1018;9999.9;01;999.9;07;99
201907180700;320;2.6;6;10;12.5;7.9;1018.4;9999.9;;;07;99
201907180800;320;1;6;10;12.7;7.6;1018.8;9999.9;;;07;99
201907180900;320;1.5;6;10;12.2;8;1018.9;9999.9;;;07;99
201907181000;360;1;6;10;12;7.7;1019.3;9999.9;;;06;99
201907181100;360;1.5;6;10;12;8.1;1019.9;9999.9;;;06;99
201907181200;320;2.6;3;10;12.1;8.3;1020.3;9999.9;;;07;99
201907181300;320;3.1;3;10;12.5;7.9;1021.7;9999.9;;;07;99
201907181400;320;2.6;3;10;13.2;8;1022.2;9999.9;;;07;99
201907181500;270;1.5;3;10;15;8.4;1022;9999.9;;;07;99
201907181600;360;2.1;3;10;16;9.4;1021.7;9999.9;;;07;99
201907181700;270;1.5;3;10;16.2;9.8;1021.2;9999.9;;;07;99
201907181800;180;1;3;10;17.5;9.5;1020.6;9999.9;01;999.9;06;99
201907181900;70;0.5;3;10;17;10.2;1020.2;9999.9;;;07;99
201907182000;90;1;3;10;16.2;10.6;1020;9999.9;;;08;99
201907182100;360;0;3;10;15.5;10.9;1020.8;9999.9;;;08;99
201907182200;360;0;6;10;14.5;11.2;1020.7;9999.9;;;07;99
201907182300;140;1;3;7;14;11.6;1021.9;9999.9;;;08;99
201907190000;140;1;3;10;13.2;10.5;1022.7;9999.9;06;0.2;08;99
201907190100;140;1;3;10;13;9.9;1023;9999.9;;;07;99
201907190200;140;1;3;10;12.7;10.1;1021.9;9999.9;;;08;99
201907190300;90;4.1;3;10;12.7;9.9;1022.4;9999.9;;;07;99
201907190400;50;1.5;3;10;12.7;10.1;1022.1;9999.9;;;07;99
201907190500;50;1.5;3;10;12.6;10.1;1021.7;9999.9;;;07;99
201907190600;90;1;3;10;12.6;9.9;1021.5;9999.9;01;999.9;07;99
201907190700;50;1;3;10;12.2;10;1021.1;9999.9;;;07;99
201907190800;90;1;22;10;12.2;10.8;1019.9;9999.9;;;03;99
201907190900;50;1;22;10;11.1;9.9;1019;9999.9;;;01;99
201907191000;140;1;22;9;11.1;9.9;1019.4;9999.9;;;00;99
201907191100;360;0;22;7;10.5;9.6;1019.3;9999.9;;;01;99
201907191200;360;0;22;7;11.1;10.1;1019.4;9999.9;;;01;99
201907191300;360;0;22;5;14.7;11.7;1019.6;9999.9;;;04;99
201907191400;320;1.5;6;8;16.5;11.7;1019.6;9999.9;;;06;99
201907191500;320;2.1;6;9;17.5;12.3;1018.9;9999.9;;;06;99
201907191600;360;1.5;6;10;17.6;11.4;1017.6;9999.9;;;06;99
201907191700;320;1;6;10;19;12.3;1016.6;9999.9;;;07;99
201907191800;360;3.6;6;10;19.6;12.2;1015.8;9999.9;01;999.9;05;99
201907191900;360;2.1;22;10;19.7;11.4;1015.1;9999.9;;;02;99
201907192000;360;2.1;22;10;19;12.3;1014.9;9999.9;;;02;99
201907192100;320;1.5;6;10;17.7;12.5;1015.1;9999.9;;;05;99
201907192200;320;1.5;6;10;16.6;12.3;1014.3;9999.9;;;05;99
201907192300;360;0;22;10;15.1;12.6;1014.9;9999.9;;;03;99
201907200000;360;0;22;10;14;12.2;1014.9;9999.9;01;999.9;04;99
201907200100;360;0.5;22;10;13.7;12.2;1014.9;9999.9;;;04;99
201907200200;360;0.5;22;10;13;11.6;1015.1;9999.9;;;04;99
201907200300;320;1.5;22;10;13;11.7;1015.1;9999.9;;;04;99
201907200400;320;1;22;10;14.2;12.6;1015.3;9999.9;;;04;99
201907200500;320;2.1;22;10;15;12.5;1015;9999.9;;;04;99
201907200600;320;1.5;22;10;14.7;12.3;1015.2;9999.9;01;999.9;02;99
201907200700;320;1;22;10;14.7;13;1015;9999.9;;;04;99
201907200800;320;1.5;22;10;15;13;1014.2;9999.9;;;04;99
201907200900;320;1.5;22;10;14.7;13.1;1014.2;9999.9;;;04;99
201907201000;320;2.6;99.999;10;14.7;13.1;1014.4;9999.9;;;04;99
201907201100;360;2.1;6;10;14.1;12.7;1014.4;9999.9;;;06;99
201907201200;320;2.1;99.999;10;14.6;13;1014.5;9999.9;06;999.9;05;99
201907201300;320;2.6;3;10;15.5;13.2;1014.7;9999.9;;;07;99
201907201400;360;1.5;6;10;17.2;13.7;1014.4;9999.9;;;07;99
201907201500;340;2.1;3;10;17.5;14.1;1013.9;9999.9;;;07;99
201907201600;360;3.6;3;10;17.7;14.6;1012.7;9999.9;;;08;99
201907201700;360;2.1;3;10;19;15.3;1011.1;9999.9;;;07;99
201907201800;360;2.6;3;10;18.7;15.8;1010;9999.9;01;999.9;08;99
201907201900;360;3.1;3;10;19.5;15.9;1008.6;9999.9;;;08;99
201907202000;360;1.5;3;10;19.2;16.2;1008.8;9999.9;;;08;99
201907202100;360;2.6;3;10;19.2;16.2;1007.9;9999.9;;;08;99
201907202200;360;3.6;3;10;19;16;1007.4;9999.9;;;07;99
201907202300;360;3.1;3;10;18.7;15.8;1006.7;9999.9;;;07;99
201907210000;360;3.1;3;10;19;15.7;1006;9999.9;01;999.9;08;99
201907210100;360;3.6;3;10;19;15.9;1005.3;9999.9;;;08;99
201907210200;320;3.6;3;10;18.6;15.8;1004.7;9999.9;;;08;99
201907210300;320;3.6;3;10;19.1;15.6;1003.9;9999.9;;;06;99
201907210400;320;3.6;6;10;18.7;15.3;1003;9999.9;;;06;99
201907210500;320;2.1;6;10;19.2;15.6;1002.7;9999.9;;;06;99
201907210600;320;4.1;6;10;20.1;15.8;1002.5;9999.9;01;999.9;06;99
201907210700;320;3.6;6;10;20.1;16;1002.1;9999.9;;;07;99
201907210800;320;3.1;0.75;10;20.1;16.1;1001.5;9999.9;;;07;99
201907210900;320;3.1;0.75;10;19.7;16.2;1001.3;9999.9;;;07;99
201907211000;320;3.1;6;10;19.7;16;1001;9999.9;;;06;99
201907211100;320;4.1;1.05;10;19.7;15.8;1001.1;9999.9;;;06;99
201907211200;320;3.6;6;10;21;16.1;1001.1;9999.9;06;0.3;07;99
201907211300;320;5.1;3;10;22.7;15.8;1001.7;9999.9;;;08;99
201907211400;320;5.1;99.999;10;24;15.6;1001.7;9999.9;;;08;99
201907211500;320;5.1;99.999;10;25.7;16.1;1000.7;9999.9;;;08;99
201907211600;320;7.7;6;10;27;16;999.9;9999.9;;;08;99
201907211700;270;6.2;3;10;27.6;16.3;999.4;9999.9;;;07;99
201907211800;270;5.1;3;10;27.5;16.7;999.3;9999.9;01;999.9;07;99
201907211900;270;5.1;3;10;26.2;17.3;999.8;9999.9;;;08;99
201907212000;270;2.6;3;10;25.7;17.3;1000.8;9999.9;;;08;99
201907212100;230;3.6;2.4;8;23.7;17.6;1001.4;9999.9;;;08;99
201907212200;50;2.1;1.5;6;16.7;15;1004.1;9999.9;;;08;99
201907212300;90;7.7;1.5;7;14.5;11.6;1005.6;9999.9;;;08;99
201907220000;50;6.7;1.5;7;13.6;10.4;1006.5;9999.9;06;11;08;99
201907220100;50;6.2;0.45;10;13;9.5;1007.9;9999.9;;;08;99
201907220200;180;1.5;0.45;10;12.7;9.2;1009.8;9999.9;;;08;99
201907220300;140;2.6;0.45;10;12.2;8.7;1011;9999.9;;;08;99
201907220400;90;3.1;0.45;10;12.2;6.6;1011.9;9999.9;;;08;99
201907220500;90;3.6;0.45;10;11.7;6.5;1012.9;9999.9;;;08;99
201907220600;140;2.1;3;10;12.1;4.2;1013.7;9999.9;06;0.1;06;99
201907220700;140;4.1;3;10;12;4.2;1014.3;9999.9;;;06;99
201907220800;180;2.6;3;10;11.7;4.7;1014.5;9999.9;;;08;99
201907220900;140;3.6;3;10;10.5;4.4;1014.3;9999.9;;;08;99
201907221000;140;1.5;6;10;10.1;4.8;1015.4;9999.9;;;08;99
201907221100;140;1;6;10;10;4.6;1016.5;9999.9;;;07;99
201907221200;140;2.6;6;10;10.5;4.4;1017.4;9999.9;;;07;99
201907221300;140;3.1;6;10;11.7;4.4;1017.8;9999.9;;;07;99
201907221400;140;4.1;6;10;12.7;2.8;1019;9999.9;;;08;99
201907221500;140;4.1;6;10;14.2;2.3;1019.2;9999.9;;;07;99
201907221600;140;3.1;6;10;16.2;3.1;1018.9;9999.9;;;06;99
201907221700;140;3.6;6;10;15.2;0.9;1018.8;9999.9;;;07;99
201907221800;140;2.1;6;10;15.1;1.2;1019.7;9999.9;01;999.9;08;99
201907221900;140;3.6;6;10;15;2;1019.8;9999.9;;;08;99
201907222000;140;4.1;3;10;14.5;2.6;1020.4;9999.9;;;08;99
201907222100;140;3.6;3;10;14;3.3;1020.6;9999.9;;;07;99
